A_Index;Ausbaustufe;Baujahr;Besonderheiten;EG_qm;Gesamtqual;Gesamtzustand;Grundstueck_qm;Kellerhoehe;Lage;QualInnenfarbe;Steigung;Umgebaut;Verkaufsjahr;Wohnflaeche_qm;Z_Verkaufspreis
1770;1 Ebene;1948;;80;Durchschnitt;Gut;392;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;2000;2007;80;70108
931;1 Ebene;1959;;192;Durchschnitt;Durchschnitt;1566;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1959;2012;192;140094
959;1,5 Ebenen;1951;;66;Durchschnitt;Durchschnitt;2129;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1953;2009;118;75066
759;2 Ebenen;2005;;65;Gut;Durchschnitt;776;Gut;NeuBerlin_A;2;Keine/Kaum;2005;2010;131;132995
1382;1,5 Ebenen;1953;;103;Durchschnitt;Gut;961;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;2008;2012;155;118867
817;1 Ebene;2003;;151;Gut;Durchschnitt;976;Gut;NeuBerlin_B;1;Keine/Kaum;2004;2011;151;170612
2599;2 Ebenen;1971;;68;Durchschnitt;Durchschnitt;885;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1971;2009;136;78402
2080;1 Ebene;2011;;151;Gut;Durchschnitt;1024;Sehr gut;NeuBerlin_B;5;Keine/Kaum;2011;2011;151;236688
2189;1,5 Ebenen;1944;;57;Durchschnitt;Durchschnitt;912;Durchschnitt;NeuBerlin_A;2;Keine/Kaum;1953;2009;103;52824
1039;1,5 Ebenen;1943;;91;Durchschnitt;Durchschnitt;921;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;1985;2010;139;109570
919;1 Ebene;2010;;113;Gut;Durchschnitt;961;Gut;NeuBerlin_B;4;Keine/Kaum;2010;2011;113;127358
1851;2 Ebenen;2001;;121;Gut;Durchschnitt;1656;Gut;NeuBerlin_A;3;Keine/Kaum;2001;2011;227;272338
2163;2,5 Ebenen;1942;;97;Durchschnitt;Durchschnitt;844;Durchschnitt;NeuBerlin_C;4;Mittel;2000;2009;203;99810
625;1 Ebene;1979;;104;Durchschnitt;Durchschnitt;723;Durchschnitt;NeuBerlin_A;5;Keine/Kaum;1979;2011;104;100124
1471;1 Ebene;1983;;187;Gut;Gut;1576;Gut;NeuBerlin_C;5;Keine/Kaum;1983;2011;187;220274
947;1 Ebene;1980;;118;Durchschnitt;Durchschnitt;1015;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1980;2010;118;129595
2540;1 Ebene;1988;;120;Gut;Durchschnitt;1129;Gut;NeuBerlin_B;2;Keine/Kaum;1988;2005;120;101640
744;1 Ebene;1925;;74;Durchschnitt;Durchschnitt;366;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1953;2010;74;41561
1600;2 Ebenen;1926;;83;Durchschnitt;Gut;1066;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1999;2008;139;110967
1579;1 Ebene;1957;;137;Durchschnitt;Durchschnitt;1608;Durchschnitt;NeuBerlin_A;5;Keine/Kaum;1971;2005;137;70583
704;1 Ebene;2007;;113;Gut;Durchschnitt;753;Gut;NeuBerlin_A;5;Keine/Kaum;2008;2011;113;148184
327;1 Ebene;1972;;126;Durchschnitt;Durchschnitt;1342;Durchschnitt;NeuBerlin_B;1;Mittel;1982;2006;126;83797
1137;1 Ebene;1972;;124;Durchschnitt;Durchschnitt;966;Gut;NeuBerlin_B;3;Keine/Kaum;1972;2012;124;138396
335;1 Ebene;1975;;82;Durchschnitt;Durchschnitt;777;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1975;2008;82;75659
1603;1,5 Ebenen;1944;;74;Durchschnitt;Durchschnitt;504;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1953;2008;74;58510
2376;2 Ebenen;1995;;102;Gut;Durchschnitt;1177;Sehr gut;NeuBerlin_A;4;Keine/Kaum;1996;2008;204;176876
1839;2 Ebenen;2000;;74;Durchschnitt;Durchschnitt;1128;Gut;NeuBerlin_A;1;Keine/Kaum;2000;2005;140;104464
773;1,5 Ebenen;1928;;105;Durchschnitt;Gut;917;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;1953;2010;169;139040
1785;2 Ebenen;1995;;75;Gut;Gut;723;Gut;NeuBerlin_B;2;Keine/Kaum;1995;2006;149;105285
141;1 Ebene;1970;;150;Durchschnitt;Durchschnitt;1543;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1970;2009;150;119550
623;2 Ebenen;1903;;132;Durchschnitt;Durchschnitt;1368;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1953;2007;217;57101
184;1 Ebene;1996;;133;Gut;Gut;909;Gut;NeuBerlin_B;5;Keine/Kaum;1996;2006;133;134374
2388;2 Ebenen;2002;;66;Gut;Durchschnitt;377;Gut;NeuBerlin_A;4;Keine/Kaum;2002;2005;135;103843
352;1 Ebene;1981;;155;Durchschnitt;Durchschnitt;1098;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1989;2011;155;160199
1877;2 Ebenen;1903;;95;Durchschnitt;Gut;766;Gut;NeuBerlin_C;3;Keine/Kaum;1999;2013;168;126000
2332;1 Ebene;1980;;117;Durchschnitt;Durchschnitt;935;Gut;NeuBerlin_B;5;Mittel;1992;2012;117;121839
2440;1 Ebene;1958;Familienverkauf;80;Durchschnitt;Durchschnitt;824;Durchschnitt;NeuBerlin_A;3;Keine/Kaum;1958;2007;80;50296
644;2 Ebenen;1975;;45;Durchschnitt;Durchschnitt;196;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1975;2005;95;65501
747;1 Ebene;1969;;83;Durchschnitt;Durchschnitt;714;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1969;2008;83;84066
1607;1 Ebene;1933;;84;Durchschnitt;Durchschnitt;748;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1998;2010;84;75187
1622;2 Ebenen;2003;;88;Durchschnitt;Durchschnitt;807;Gut;NeuBerlin_A;2;Keine/Kaum;2003;2008;157;121728
1587;1,5 Ebenen;1943;;74;Durchschnitt;Durchschnitt;705;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;2001;2008;121;111135
2211;1 Ebene;1965;;112;Durchschnitt;Durchschnitt;931;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;2005;2005;112;81312
53;1 Ebene;1967;;138;Durchschnitt;Gut;994;Durchschnitt;NeuBerlin_A;1;Keine/Kaum;2002;2012;138;141792
115;1 Ebene;1961;;125;Durchschnitt;Durchschnitt;694;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1961;2005;125;73407
1354;1 Ebene;2006;;250;Sehr gut;Durchschnitt;1434;Sehr gut;NeuBerlin_A;5;Mittel;2007;2013;250;450000
590;1,5 Ebenen;1983;;81;Gut;Durchschnitt;177;Gut;NeuBerlin_C;5;Keine/Kaum;1984;2005;158;83797
2387;1,5 Ebenen;1954;;100;Durchschnitt;Schlecht;1244;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;1954;2005;132;77642
1059;1 Ebene;1969;;101;Durchschnitt;Durchschnitt;985;Durchschnitt;NeuBerlin_A;5;Keine/Kaum;1969;2009;101;68393
1812;1 Ebene;1981;;95;Durchschnitt;Durchschnitt;1040;Gut;NeuBerlin_B;3;Keine/Kaum;1981;2007;95;93900
112;1 Ebene;1981;;96;Durchschnitt;Durchschnitt;718;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1981;2005;96;90629
2590;1 Ebene;1964;;80;Durchschnitt;Gut;811;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;2010;2010;80;102013
1685;2 Ebenen;1913;;74;Durchschnitt;Durchschnitt;1180;Schlecht;NeuBerlin_A;3;Keine/Kaum;2003;2007;125;71060
1911;2 Ebenen;2006;;49;Gut;Durchschnitt;450;Gut;NeuBerlin_A;5;Keine/Kaum;2006;2006;100;83198
510;1,5 Ebenen;1933;;68;Durchschnitt;Gut;613;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1987;2005;123;62113
575;1 Ebene;1999;;85;Gut;Durchschnitt;885;Gut;NeuBerlin_B;3;Keine/Kaum;1999;2006;85;88585
1665;1 Ebene;1962;;155;Durchschnitt;Durchschnitt;1533;Gut;NeuBerlin_C;2;Keine/Kaum;1962;2013;155;155700
1084;1 Ebene;2010;;160;Gut;Durchschnitt;1148;Gut;NeuBerlin_A;2;Keine/Kaum;2010;2009;160;166119
922;1 Ebene;2003;;153;Gut;Durchschnitt;535;Gut;NeuBerlin_A;2;Keine/Kaum;2003;2008;153;168805
1458;2 Ebenen;2001;;136;Gut;Durchschnitt;927;Gut;NeuBerlin_A;3;Keine/Kaum;2001;2010;244;238032
2324;1,5 Ebenen;1987;Pool;102;Durchschnitt;Durchschnitt;2397;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1987;2008;169;153673
1729;1,5 Ebenen;1957;;79;Durchschnitt;Durchschnitt;729;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1957;2010;118;96346
1410;1 Ebene;1960;;126;Durchschnitt;Durchschnitt;947;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1960;2011;126;112139
1717;1,5 Ebenen;1893;;110;Durchschnitt;Durchschnitt;886;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1999;2012;173;106047
1947;1 Ebene;2007;;234;Gut;Durchschnitt;737;Sehr gut;NeuBerlin_A;1;Keine/Kaum;2008;2011;234;300373
1905;1 Ebene;1930;;48;Durchschnitt;Durchschnitt;639;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;1953;2009;48;38088
162;2 Ebenen;1980;;86;Durchschnitt;Durchschnitt;274;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1980;2006;137;76016
1359;2 Ebenen;1918;;64;Durchschnitt;Durchschnitt;882;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;2006;2008;129;103283
142;1 Ebene;1963;;145;Durchschnitt;Durchschnitt;1336;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1963;2012;145;163867
683;1 Ebene;1960;;109;Durchschnitt;Durchschnitt;886;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1960;2010;109;103147
1549;1,5 Ebenen;1913;;61;Durchschnitt;Durchschnitt;540;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;2006;2007;116;88190
2648;1 Ebene;1969;;82;Durchschnitt;Durchschnitt;948;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1969;2010;82;83122
2001;1 Ebene;2007;;165;Sehr gut;Durchschnitt;1490;Sehr gut;NeuBerlin_A;4;Keine/Kaum;2008;2006;165;226252
685;1 Ebene;1986;;75;Durchschnitt;Durchschnitt;1169;Gut;NeuBerlin_B;4;Keine/Kaum;1986;2007;75;88190
557;2 Ebenen;1973;;50;Durchschnitt;Durchschnitt;161;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1973;2006;101;52403
549;1 Ebene;1964;;92;Sehr gut;Durchschnitt;1217;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;2010;2010;92;134809
2507;2 Ebenen;1930;;85;Durchschnitt;Durchschnitt;990;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1953;2007;152;91997
212;1 Ebene;2009;;124;Gut;Durchschnitt;625;Gut;NeuBerlin_A;3;Keine/Kaum;2010;2010;124;165866
900;2 Ebenen;2000;;98;Durchschnitt;Durchschnitt;943;Gut;NeuBerlin_B;1;Keine/Kaum;2001;2011;189;175818
1281;1 Ebene;2007;;133;Gut;Durchschnitt;848;Gut;NeuBerlin_B;3;Keine/Kaum;2007;2010;133;158688
2613;2 Ebenen;2008;;67;Gut;Durchschnitt;826;Gut;NeuBerlin_B;5;Keine/Kaum;2008;2009;135;105093
2597;1 Ebene;1981;;120;Gut;Durchschnitt;388;Gut;NeuBerlin_C;5;Keine/Kaum;2001;2007;120;135616
2252;2 Ebenen;2008;;108;Gut;Durchschnitt;1356;Sehr gut;NeuBerlin_A;5;Keine/Kaum;2008;2010;232;268258
1619;2 Ebenen;1926;;114;Durchschnitt;Durchschnitt;619;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1953;2009;176;68671
2212;2 Ebenen;1975;;44;Durchschnitt;Durchschnitt;176;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1975;2006;88;53271
1556;1 Ebene;1926;;82;Durchschnitt;Gut;521;Gut;NeuBerlin_B;2;Keine/Kaum;1953;2012;82;59433
1141;1 Ebene;1956;;139;Durchschnitt;Durchschnitt;1222;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1956;2012;139;126933
2218;2 Ebenen;2002;;79;Gut;Durchschnitt;931;Gut;NeuBerlin_B;1;Keine/Kaum;2002;2005;162;110675
2641;2 Ebenen;2003;;112;Gut;Durchschnitt;962;Gut;NeuBerlin_A;5;Keine/Kaum;2003;2005;207;169401
2335;2 Ebenen;1995;;78;Gut;Durchschnitt;834;Gut;NeuBerlin_B;1;Keine/Kaum;1995;2010;161;132240
1735;1 Ebene;1971;;97;Durchschnitt;Durchschnitt;842;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1971;2005;97;78206
2157;2 Ebenen;2008;;55;Gut;Durchschnitt;327;Gut;NeuBerlin_A;1;Keine/Kaum;2008;2009;111;91747
1183;1 Ebene;2011;;135;Sehr gut;Durchschnitt;654;Sehr gut;NeuBerlin_A;1;Keine/Kaum;2011;2012;135;210990
2502;1 Ebene;1966;;104;Durchschnitt;Gut;875;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1966;2010;104;117126
2071;1 Ebene;2007;;170;Gut;Durchschnitt;1139;Sehr gut;NeuBerlin_A;4;Keine/Kaum;2008;2011;170;224279
1075;1 Ebene;2009;;106;Gut;Durchschnitt;757;Gut;NeuBerlin_B;2;Keine/Kaum;2009;2012;106;129056
97;2 Ebenen;1949;;65;Durchschnitt;Gut;341;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1995;2012;129;114622
420;1 Ebene;1976;;154;Durchschnitt;Durchschnitt;925;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1976;2010;154;102013
1273;1 Ebene;1958;;93;Durchschnitt;Durchschnitt;1045;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1958;2012;93;97641
2266;1 Ebene;1974;;75;Durchschnitt;Durchschnitt;1084;Gut;NeuBerlin_C;4;Keine/Kaum;1975;2005;75;73407
1811;1 Ebene;1972;;101;Durchschnitt;Durchschnitt;1592;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1972;2006;101;83078
245;2 Ebenen;2002;;69;Durchschnitt;Durchschnitt;326;Gut;NeuBerlin_A;5;Keine/Kaum;2002;2012;136;146462
183;1 Ebene;1980;;119;Durchschnitt;Durchschnitt;942;Gut;NeuBerlin_B;3;Keine/Kaum;1980;2012;119;146886
1143;2 Ebenen;1971;;140;Durchschnitt;Durchschnitt;1104;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1987;2005;246;141167
1819;1 Ebene;1969;;84;Durchschnitt;Gut;822;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1969;2007;84;81845
1380;1 Ebene;1972;;172;Durchschnitt;Gut;1180;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1972;2006;172;114981
1894;1 Ebene;1985;;75;Durchschnitt;Durchschnitt;834;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1985;2007;75;78990
587;1 Ebene;1987;;97;Gut;Durchschnitt;428;Gut;NeuBerlin_A;5;Keine/Kaum;1987;2011;97;111739
504;1 Ebene;1962;;126;Durchschnitt;Durchschnitt;1159;Durchschnitt;NeuBerlin_A;1;Keine/Kaum;2009;2010;126;133751
1895;1 Ebene;1953;;200;Durchschnitt;Durchschnitt;1266;Durchschnitt;NeuBerlin_A;4;Keine/Kaum;2004;2007;200;154174
289;1 Ebene;1958;;161;Durchschnitt;Durchschnitt;1377;;NeuBerlin_A;3;Keine/Kaum;1958;2012;161;118528
1124;1 Ebene;1980;;119;Durchschnitt;Durchschnitt;971;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1980;2013;119;171000
862;1 Ebene;1976;;48;Durchschnitt;Durchschnitt;166;Gut;NeuBerlin_C;2;Keine/Kaum;1976;2012;91;77264
316;1 Ebene;1980;;86;Durchschnitt;Durchschnitt;977;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1980;2011;86;125315
1706;2 Ebenen;1975;;44;Durchschnitt;Durchschnitt;191;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1975;2009;91;55882
1447;2 Ebenen;1923;;77;Durchschnitt;Gut;903;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1991;2012;137;121415
1950;2 Ebenen;1998;;112;Gut;Durchschnitt;997;Gut;NeuBerlin_A;5;Keine/Kaum;1998;2008;234;195034
1301;1 Ebene;1999;;128;Gut;Durchschnitt;1418;Gut;NeuBerlin_A;1;Keine/Kaum;2000;2009;128;98921
2463;2 Ebenen;2001;;88;Durchschnitt;Durchschnitt;913;Gut;NeuBerlin_A;2;Keine/Kaum;2001;2005;151;99664
2534;1 Ebene;1978;;98;Durchschnitt;Durchschnitt;229;Gut;NeuBerlin_B;4;Keine/Kaum;1978;2011;98;98522
740;1,5 Ebenen;1991;;128;Gut;Gut;1389;Gut;NeuBerlin_B;3;Keine/Kaum;1991;2005;203;129309
540;1 Ebene;2007;;78;Gut;Durchschnitt;447;Gut;NeuBerlin_B;1;Keine/Kaum;2007;2009;78;78402
739;1 Ebene;2002;;155;Gut;Durchschnitt;793;Sehr gut;NeuBerlin_A;3;Keine/Kaum;2003;2009;155;108429
2327;1 Ebene;1976;;98;Durchschnitt;Durchschnitt;1272;Gut;NeuBerlin_C;3;Keine/Kaum;2009;2008;98;98862
2478;1 Ebene;1955;;138;Durchschnitt;Durchschnitt;1208;;NeuBerlin_A;2;Keine/Kaum;2005;2006;138;80804
421;2 Ebenen;2000;;86;Durchschnitt;Durchschnitt;1090;Gut;NeuBerlin_A;5;Keine/Kaum;2001;2009;149;100644
658;1 Ebene;1979;;77;Durchschnitt;Durchschnitt;211;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1979;2012;77;109103
1363;1 Ebene;2009;;133;Gut;Durchschnitt;920;Sehr gut;NeuBerlin_A;1;Keine/Kaum;2009;2011;133;196244
2176;1 Ebene;2007;;231;Sehr gut;Durchschnitt;1492;Sehr gut;NeuBerlin_A;5;Mittel;2008;2012;231;468679
146;1 Ebene;1962;;146;Durchschnitt;Durchschnitt;1004;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1962;2013;146;143550
1476;1 Ebene;1969;;104;Gut;Durchschnitt;1075;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;2007;2011;104;119188
1374;1 Ebene;2003;;125;Durchschnitt;Durchschnitt;852;Gut;NeuBerlin_B;5;Keine/Kaum;2004;2008;125;120383
1403;1,5 Ebenen;1941;;98;Durchschnitt;Durchschnitt;1096;Schlecht;NeuBerlin_C;2;Keine/Kaum;1953;2005;144;77359
1827;2 Ebenen;1903;;107;Durchschnitt;Durchschnitt;968;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1953;2007;167;86921
390;1 Ebene;2008;;123;Gut;Durchschnitt;1853;Gut;NeuBerlin_A;3;Keine/Kaum;2008;2013;123;179550
2121;2 Ebenen;2006;;61;Gut;Durchschnitt;783;Gut;NeuBerlin_A;5;Keine/Kaum;2006;2007;122;102783
1350;1,5 Ebenen;1944;;91;Durchschnitt;Durchschnitt;1102;Durchschnitt;NeuBerlin_A;2;Keine/Kaum;1963;2011;149;93716
175;1 Ebene;1982;;85;Durchschnitt;Durchschnitt;791;Gut;NeuBerlin_B;1;Keine/Kaum;1982;2013;85;89550
358;1,5 Ebenen;1951;;73;Durchschnitt;Durchschnitt;1182;Durchschnitt;NeuBerlin_A;4;Keine/Kaum;1953;2013;104;57600
2485;1,5 Ebenen;1878;;72;Durchschnitt;Gut;635;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1999;2013;94;84600
215;2 Ebenen;2002;;113;Gut;Durchschnitt;1597;Gut;NeuBerlin_A;3;Keine/Kaum;2002;2012;215;208018
1064;1 Ebene;1975;;186;Gut;Durchschnitt;1391;Gut;NeuBerlin_B;3;Keine/Kaum;1998;2011;251;276343
2531;1 Ebene;1980;;124;Durchschnitt;Durchschnitt;974;Gut;NeuBerlin_B;5;Keine/Kaum;1980;2012;124;142556
1248;1 Ebene;1964;;103;Durchschnitt;Gut;997;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1964;2010;103;105792
539;1 Ebene;1972;;87;Durchschnitt;Durchschnitt;1030;Gut;NeuBerlin_B;1;Keine/Kaum;1972;2009;87;62221
2179;1 Ebene;1973;;58;Durchschnitt;Durchschnitt;156;Gut;NeuBerlin_C;4;Keine/Kaum;1973;2011;58;64079
1546;1,5 Ebenen;1958;;96;Durchschnitt;Durchschnitt;718;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1958;2007;143;72963
1752;1,5 Ebenen;1953;;105;Durchschnitt;Durchschnitt;721;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1985;2012;177;117169
1767;1 Ebene;2000;;124;Gut;Durchschnitt;1102;Gut;NeuBerlin_B;5;Keine/Kaum;2001;2007;124;112300
150;1 Ebene;2000;;156;Gut;Durchschnitt;632;Sehr gut;NeuBerlin_A;5;Keine/Kaum;2000;2009;156;137844
365;2 Ebenen;2010;;65;Gut;Durchschnitt;366;Gut;NeuBerlin_A;5;Keine/Kaum;2010;2009;129;81183
1348;2 Ebenen;1993;;142;Durchschnitt;Durchschnitt;1188;Gut;NeuBerlin_B;5;Keine/Kaum;1993;2010;216;198193
1629;1,5 Ebenen;1942;;105;Gut;Gut;1574;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;2009;2010;181;235387
657;1 Ebene;1954;;126;Gut;Durchschnitt;1463;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;2003;2012;126;140009
1540;2 Ebenen;2005;;81;Gut;Durchschnitt;878;Gut;NeuBerlin_B;3;Keine/Kaum;2005;2006;177;117914
997;1 Ebene;2010;;150;Gut;Durchschnitt;936;Gut;NeuBerlin_B;4;Keine/Kaum;2010;2009;150;138177
621;1 Ebene;1969;;175;Gut;Durchschnitt;1653;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;2005;2013;175;171000
1277;1 Ebene;1974;;80;Durchschnitt;Durchschnitt;1056;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1974;2011;80;77696
2162;2 Ebenen;1913;;63;Durchschnitt;Durchschnitt;362;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1996;2005;127;64656
2542;1 Ebene;1963;;154;Durchschnitt;Durchschnitt;3179;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1963;2013;154;193500
632;2 Ebenen;1963;;102;Durchschnitt;Durchschnitt;1168;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1963;2013;211;138870
2427;1 Ebene;1961;;80;Durchschnitt;Durchschnitt;544;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1961;2007;80;74866
1720;1 Ebene;1999;;138;Gut;Durchschnitt;783;Sehr gut;NeuBerlin_A;5;Keine/Kaum;1999;2007;138;112934
533;1 Ebene;2001;;69;Gut;Durchschnitt;893;Gut;NeuBerlin_A;1;Keine/Kaum;2001;2011;128;142176
956;1 Ebene;1953;;78;Schlecht;Schlecht;849;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1953;2012;78;69622
505;1 Ebene;1980;;148;Gut;Durchschnitt;1668;Gut;NeuBerlin_B;2;Keine/Kaum;2003;2011;148;172214
2481;2 Ebenen;1996;;145;Gut;Durchschnitt;1267;Gut;NeuBerlin_A;4;Keine/Kaum;1996;2005;260;177871
1691;1 Ebene;1972;;91;Durchschnitt;Durchschnitt;2146;Durchschnitt;NeuBerlin_C;4;Stark;1972;2005;91;101640
1389;1,5 Ebenen;1955;;179;Gut;Durchschnitt;975;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;2005;2013;228;177840
1161;1 Ebene;1958;;133;Durchschnitt;Durchschnitt;1219;Durchschnitt;NeuBerlin_A;5;Keine/Kaum;1958;2010;133;89167
2366;1 Ebene;1973;;84;Durchschnitt;Gut;1027;Gut;NeuBerlin_C;1;Keine/Kaum;1973;2010;84;108814
1552;1 Ebene;1973;;196;Durchschnitt;Durchschnitt;1293;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1973;2009;196;132061
667;2 Ebenen;2007;;92;Gut;Durchschnitt;1258;Gut;NeuBerlin_A;2;Keine/Kaum;2008;2013;181;229410
648;2 Ebenen;2004;;85;Gut;Durchschnitt;1133;Gut;NeuBerlin_B;4;Keine/Kaum;2005;2010;166;168889
1399;1 Ebene;1966;;93;Durchschnitt;Durchschnitt;976;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1966;2006;93;80804
10;1 Ebene;2004;;131;Gut;Durchschnitt;442;Sehr gut;NeuBerlin_A;4;Keine/Kaum;2004;2009;131;161254
460;1 Ebene;1995;;90;Durchschnitt;Durchschnitt;1048;Gut;NeuBerlin_B;2;Keine/Kaum;1995;2006;90;79008
2620;1 Ebene;1966;;99;Durchschnitt;Durchschnitt;1132;Gut;NeuBerlin_C;5;Keine/Kaum;1966;2009;99;82294
2375;1,5 Ebenen;1934;;95;Durchschnitt;Durchschnitt;615;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1953;2010;164;98159
1484;1 Ebene;1971;;107;Durchschnitt;Durchschnitt;1159;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;1971;2006;107;94571
733;1 Ebene;1999;;87;Durchschnitt;Durchschnitt;679;Sehr gut;NeuBerlin_B;3;Keine/Kaum;2000;2007;87;88825
1576;1 Ebene;1967;;138;Durchschnitt;Durchschnitt;1039;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1967;2005;138;94300
1435;1 Ebene;1954;;198;Durchschnitt;Durchschnitt;1072;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1954;2005;198;77868
674;2 Ebenen;1975;;68;Durchschnitt;Durchschnitt;1297;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1975;2011;129;129761
1339;1 Ebene;2010;;181;Sehr gut;Durchschnitt;1443;Sehr gut;NeuBerlin_A;4;Keine/Kaum;2010;2009;181;212966
1289;1 Ebene;1966;;160;Durchschnitt;Durchschnitt;915;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1966;2005;160;70583
808;1 Ebene;1979;;98;Durchschnitt;Durchschnitt;236;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1979;2006;98;82300
190;2 Ebenen;1972;;124;Durchschnitt;Durchschnitt;1165;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1972;2012;244;169811
2386;1,5 Ebenen;1942;;67;Durchschnitt;Gut;618;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;2001;2007;118;85652
296;1,5 Ebenen;1929;;84;Gut;Durchschnitt;602;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;2007;2011;84;95318
2102;1 Ebene;1998;;92;Durchschnitt;Durchschnitt;1360;Gut;NeuBerlin_B;2;Keine/Kaum;1998;2005;92;88088
2570;1 Ebene;1966;;139;Durchschnitt;Durchschnitt;1322;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1966;2008;213;136187
2380;1 Ebene;2005;;146;Gut;Durchschnitt;983;Gut;NeuBerlin_B;1;Keine/Kaum;2005;2012;146;192735
419;2 Ebenen;1923;;62;Durchschnitt;Gut;1073;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;2000;2012;124;124811
